SUBSTÂNCIA;CNPJ;LABORATÓRIO;CÓDIGO GGREM;REGISTRO;EAN 1;EAN 2;EAN 3;PRODUTO;APRESENTAÇÃO;CLASSE TERAPÊUTICA;TIPO DE PRODUTO (STATUS DO PRODUTO);REGIME DE PREÇO;PF Sem Impostos;PF 0%;PF 12%;PF 17%;PF 17% ALC;PF 17,5%;PF 17,5% ALC;PF 18%;PF 18% ALC;PF 20%;PMC 0%;PMC 12%;PMC 17%;PMC 17% ALC;PMC 17,5%;PMC 17,5% ALC;PMC 18%;PMC 18% ALC;PMC 20%;RESTRIÇÃO HOSPITALAR;CAP;CONFAZ 87;ICMS 0%;ANÁLISE RECURSAL;LISTA DE CONCESSÃO DE CRÉDITO TRIBUTÁRIO (PIS/COFINS);COMERCIALIZAÇÃO 2020;TARJA
TIBOLONA;61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;523720110045307;1003301280029;7896094209589;    -     ;    -     ;LIBIAM;1,25 MG COM CT BL AL PLAS TRANS X 84;G3X - OUTROS HORMÔNIOS SEXUAIS E PRODUTOS SIMILARES;Novo;Regulado;99,06;99,06;112,57;119,35;119,35;120,07;120,07;120,80;120,80;123,83;136,94;155,62;164,99;164,99;165,99;165,99;167,00;167,00;171,19;Não;Não;Não;Não;;Positiva;Não;Tarja -(*)
SULFATO DE VIMBLASTINA;61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;523708001158310;1003301300011;7896094203006;    -     ;    -     ;FAULBLASTINA;1 MG/ML SOL INJ CT 5 FA VD INC X 10 ML;L1C1 - AGENTES ANTINEOPLÁSICOS ALCALÓIDES DA VINCA;Novo;Regulado;348,07;348,07;395,53;419,36;419,36;421,90;421,90;424,48;424,48;435,09;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Não;Tarja  Vermelha
SULFATO DE VIMBLASTINA;61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;523715010031203;1003301300021;7896094208100;    -     ;    -     ;FAULBLASTINA;1 MG/ML SOL INJ CT 5 FA VD AMB X 10 ML;L1C1 - AGENTES ANTINEOPLÁSICOS ALCALÓIDES DA VINCA;Novo;Regulado;348,07;348,07;395,53;419,36;419,36;421,90;421,90;424,48;424,48;435,09;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Sim;Tarja  Vermelha
"MACROGOL;BICARBONATO DE SÓDIO;CLORETO DE POTÁSSIO;CLORETO DE SÓDIO";61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;523713040027603;1003301310017;7896094201637;    -     ;    -     ;MUVINLAX;(13,125 + 0,1775 + 0,0466 + 0,3507) G PO PREP EXTEMP CT 20 ENV AL PLAS X 14 G (LIMÃO);A6A7 - LAXANTES OSMÓTICOS COM ELETRÓLITOS;Específico;Liberado;22,57;25,28;29,21;31,24;27,19;31,46;27,36;31,68;27,53;32,60;33,91;39,02;41,64;37,59;41,92;37,82;42,21;38,06;43,39;Não;Não;Não;Não;;Negativa;Sim;Tarja Venda Livre
"MACROGOL;BICARBONATO DE SÓDIO;CLORETO DE POTÁSSIO;CLORETO DE SÓDIO";61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;523718010036503;1003301310076;7896094209862;    -     ;    -     ;MUVINLAX;(6,562 + 0,0887 + 0,0233 + 0,1753) G PO PREP EXTEMP CT 20 ENV AL PLAS    X 7 G (LIMÃO);A6A7 - LAXANTES OSMÓTICOS COM ELETRÓLITOS;Específico;Liberado;11,28;12,63;14,60;15,61;13,59;15,72;13,67;15,83;13,75;16,29;16,94;19,50;20,81;18,79;20,95;18,90;21,09;19,01;21,68;Não;Não;Não;Não;;Negativa;Não;Tarja Venda Livre/Sem Tarja (*)
CARBOPLATINA;61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;523707206155412;1003301330042;7896094207981;    -     ;    -     ;FAULDCARBO;10 MG / ML SOL INJ CT FA VD AMB X 5 ML ;L1F - COMPOSTOS ANTINEOPLÁSICOS DE PLATINA;Similar;Regulado;314,14;314,14;356,98;378,48;378,48;380,78;380,78;383,10;383,10;392,68;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Sim;Tarja  Vermelha
CARBOPLATINA;61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;523707204152416;1003301330050;7896094207998;    -     ;    -     ;FAULDCARBO;10 MG / ML SOL INJ CT FA VD AMB X 15 ML ;L1F - COMPOSTOS ANTINEOPLÁSICOS DE PLATINA;Similar;Regulado;634,60;634,60;721,14;764,58;764,58;769,21;769,21;773,90;773,90;793,25;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Sim;Tarja  Vermelha
CARBOPLATINA;61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;523707205159414;1003301330069;7896094208001;    -     ;    -     ;FAULDCARBO;10 MG / ML SOL INJ CT FA VD AMB X 45 ML;L1F - COMPOSTOS ANTINEOPLÁSICOS DE PLATINA;Similar;Regulado;1644,29;1644,29;1868,51;1981,07;1981,07;1993,08;1993,08;2005,23;2005,23;2055,36;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Sim;Tarja  Vermelha
CLORIDRATO DE DOXORRUBICINA;61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;523708101152314;1003301340013;7896094202856;    -     ;    -     ;FAULDOXO;2 MG/ML SOL INJ IV/IVES CT FA VD TRANS X 5 ML ;L1D - AGENTES ANTINEOPLÁSICOS ANTIBIÓTICOS;Similar;Regulado;88,61;88,61;100,69;106,76;106,76;107,41;107,41;108,06;108,06;110,76;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Sim;Tarja Vermelha(*)
CLORIDRATO DE DOXORRUBICINA;61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;523708102159312;1003301340021;7896094202863;    -     ;    -     ;FAULDOXO;2 MG/ML SOL INJ IV/IVES CT FA VD TRANS X 25 ML;L1D - AGENTES ANTINEOPLÁSICOS ANTIBIÓTICOS;Similar;Regulado;372,29;372,29;423,06;448,54;448,54;451,26;451,26;454,01;454,01;465,36;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Sim;Tarja Vermelha(*)
SULFATO DE VINCRISTINA;61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;523713120029803;1003301350043;7896094208483;    -     ;    -     ;FAULDVINCRI;1 MG / ML SOL INJ CT 5 FA VD AMB X 1 ML;L1C1 - AGENTES ANTINEOPLÁSICOS ALCALÓIDES DA VINCA;Similar;Regulado;211,57;211,57;240,42;254,90;254,90;256,45;256,45;258,01;258,01;264,46;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Sim;Tarja  Vermelha
DACARBAZINA;61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;523707402159417;1003301360022;7896094202887;    -     ;    -     ;FAULDACAR;200 MG PÓ LIOF INJ CT FA VD AMB ;L1A - AGENTES ANTINEOPLÁSICOS ALQUILANTES;Similar;Regulado;174,19;174,19;197,94;209,87;209,87;211,14;211,14;212,43;212,43;217,74;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Sim;Tarja  Vermelha
DACARBAZINA;61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;523707401152419;1003301360030;7896094202894;    -     ;    -     ;FAULDACAR;600 MG PÓ LIOF INJ CT FA VD AMB ;L1A - AGENTES ANTINEOPLÁSICOS ALQUILANTES;Similar;Regulado;514,52;514,52;584,68;619,90;619,90;623,66;623,66;627,46;627,46;643,15;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Sim;Tarja  Vermelha
METOTREXATO;61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;523707603154412;1003301370028;7896094209671;    -     ;    -     ;FAULDMETRO;25 MG/ML SOL INJ CT FA VD TRANS X 20 ML;L1B - AGENTES ANTINEOPLÁSICOS ANTIMETABÓLITOS;Similar;Regulado;293,15;293,15;333,13;353,19;353,19;355,33;355,33;357,50;357,50;366,44;;;;;;;;;;Sim;Sim;Sim;Não;;Positiva;Sim;Tarja Vermelha(*)
METOTREXATO;61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;523707602158414;1003301370036;7896094209688;    -     ;    -     ;FAULDMETRO;25 MG/ML SOL INJ CT 5 FA VD TRANS X 2 ML;L1B - AGENTES ANTINEOPLÁSICOS ANTIMETABÓLITOS;Similar;Regulado;198,68;198,68;225,77;239,37;239,37;240,82;240,82;242,29;242,29;248,35;;;;;;;;;;Sim;Sim;Sim;Não;;Positiva;Sim;Tarja Vermelha(*)
METOTREXATO;61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;523707601151416;1003301370044;7896094209664;    -     ;    -     ;FAULDMETRO;100 MG/ML SOL INJ CT FA VD TRANS X 10 ML;L1B - AGENTES ANTINEOPLÁSICOS ANTIMETABÓLITOS;Similar;Regulado;586,33;586,33;666,28;706,42;706,42;710,70;710,70;715,04;715,04;732,91;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Sim;Tarja Vermelha(*)
METOTREXATO;61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;523707605157419;1003301370052;7896094209657;    -     ;    -     ;FAULDMETRO;100 MG/ML SOL INJ CT FA VD TRANS X 50 ML;L1B - AGENTES ANTINEOPLÁSICOS ANTIMETABÓLITOS;Similar;Regulado;2946,35;2946,35;3348,13;3549,82;3549,82;3571,33;3571,33;3593,11;3593,11;3682,94;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Sim;Tarja Vermelha(*)
CITARABINA;61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;523707302154413;1003301380023;7896094202962;    -     ;    -     ;FAULDCITA;100 MG/ML SOL INJ CT 5 FA VD TRANS X 5 ML ;L1B - AGENTES ANTINEOPLÁSICOS ANTIMETABÓLITOS;Similar;Regulado;800,79;800,79;909,99;964,81;964,81;970,65;970,65;976,57;976,57;1000,99;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Sim;Tarja  Vermelha
CITARABINA;61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;523707303150411;1003301380031;7896094202979;    -     ;    -     ;FAULDCITA;100 MG/ML SOL INJ CT FA VD TRANS X 10 ML;L1B - AGENTES ANTINEOPLÁSICOS ANTIMETABÓLITOS;Similar;Regulado;132,56;132,56;150,64;159,71;159,71;160,68;160,68;161,66;161,66;165,70;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Sim;Tarja  Vermelha
FLUORURACILA;61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;523707702152418;1003301390029;7896094207080;    -     ;    -     ;FAULDFLUOR;50 MG/ML SOL INJ CT 5 FA VD TRANS X 10 ML ;L1B - AGENTES ANTINEOPLÁSICOS ANTIMETABÓLITOS;Similar;Regulado;130,55;130,55;148,35;157,29;157,29;158,24;158,24;159,21;159,21;163,19;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Sim;Tarja  Vermelha
FLUORURACILA;61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;523707701156411;1003301390045;7896094207097;    -     ;    -     ;FAULDFLUOR;50 MG/ML SOL INJ CT  FA VD TRANS X 50 ML ;L1B - AGENTES ANTINEOPLÁSICOS ANTIMETABÓLITOS;Similar;Regulado;127,97;127,97;145,42;154,18;154,18;155,12;155,12;156,06;156,06;159,96;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Sim;Tarja  Vermelha
CISPLATINA;61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;523707103151317;1003301400016;7896094207103;    -     ;    -     ;FAULDCISPLA;1 MG/ML SOL INJ CT FA VD AMB X 10 ML ;L1F - COMPOSTOS ANTINEOPLÁSICOS DE PLATINA;Similar;Regulado;62,01;62,01;70,47;74,71;74,71;75,16;75,16;75,62;75,62;77,51;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Sim;Tarja Vermelha(*)
CISPLATINA;61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;523707102155319;1003301400024;7896094207110;    -     ;    -     ;FAULDCISPLA;1 MG/ML SOL INJ CT FA VD AMB X 50 ML ;L1F - COMPOSTOS ANTINEOPLÁSICOS DE PLATINA;Similar;Regulado;290,17;290,17;329,74;349,60;349,60;351,72;351,72;353,87;353,87;362,71;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Sim;Tarja Vermelha(*)
CISPLATINA;61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;523707101159310;1003301400032;7896094207127;    -     ;    -     ;FAULDCISPLA;1 MG/ML SOL INJ CT FA VD AMB X 100 ML ;L1F - COMPOSTOS ANTINEOPLÁSICOS DE PLATINA;Similar;Regulado;561,78;561,78;638,39;676,84;676,84;680,95;680,95;685,10;685,10;702,23;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Sim;Tarja Vermelha(*)
PAMIDRONATO DISSÓDICO;61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;523707502153313;1003301410089;7896094207158;    -     ;    -     ;FAULDPAMI;9 MG/ML SOL INJ CT  FA VD INC X 10 ML ;M5B4 - BISFOSFONATOS PARA ALTERAÇÕES DO CÁCIO RELACIONADAS A TUMORES;Similar;Regulado;1091,61;1091,61;1240,47;1315,19;1315,19;1323,16;1323,16;1331,23;1331,23;1364,51;;;;;;;;;;Sim;Não;Sim;Não;;Positiva;Não;Tarja  Vermelha
FOLINATO DE CÁLCIO;61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;523707902151415;1003301420017;7896094208209;    -     ;    -     ;FAULDLEUCO;10 MG/ML SOL INJ CT  FA VD AMB X 5 ML;V3D - AGENTES DESINTOXICANTES PARA O TRATAMENTO DE NEOPLASISAS;Similar;Regulado;105,08;105,08;119,41;126,60;126,60;127,37;127,37;128,15;128,15;131,35;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Sim;Tarja  Vermelha
FOLINATO DE CÁLCIO;61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;523707901155417;1003301420025;7896094208216;    -     ;    -     ;FAULDLEUCO;10 MG/ML SOL INJ CT  FA  VD AMB X 30 ML;V3D - AGENTES DESINTOXICANTES PARA O TRATAMENTO DE NEOPLASISAS;Similar;Regulado;563,10;563,10;639,89;678,43;678,43;682,55;682,55;686,71;686,71;703,88;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Sim;Tarja  Vermelha
FOLINATO DE CÁLCIO;61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;523719110041607;1003301420051;7896094207196;    -     ;    -     ;FAULDLEUCO;10 MG/ML SOL INJ CT FA VD TRANS X 5 ML;V3D - AGENTES DESINTOXICANTES PARA O TRATAMENTO DE NEOPLASISAS;Similar;Regulado;105,08;105,08;;;;;;;;;;;;;;;;;;Sim;Não;Não;Sim;;Positiva;Sim;Tarja Vermelha(*)
FOLINATO DE CÁLCIO;61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;523719110041707;1003301420068;7896094207189;    -     ;    -     ;FAULDLEUCO;10 MG/ML SOL INJ CT FA VD TRANS X 30 ML;V3D - AGENTES DESINTOXICANTES PARA O TRATAMENTO DE NEOPLASISAS;Similar;Regulado;563,10;563,10;;;;;;;;;;;;;;;;;;Sim;Não;Não;Sim;;Positiva;Sim;Tarja Vermelha(*)
"ETINILESTRADIOL;DROSPIRENONA";61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;523707001111413;1003301440018;7896094202900;    -     ;    -     ;ELANI CICLO;3 MG + 0,03 MG COM REV CT BL AL PLAS TRANS CALEND X 21 ;G3A1 - HORMÔNIOS CONTRACEPTIVOS MONOFÁSICOS COM ESTROGÊNIOS <50MCG;Similar;Regulado;33,92;33,92;38,55;40,87;40,87;41,12;41,12;41,37;41,37;42,40;46,89;53,29;56,50;56,50;56,85;56,85;57,19;57,19;58,62;Não;Não;Não;Não;;Positiva;Sim;Tarja  Vermelha
"ETINILESTRADIOL;DROSPIRENONA";61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;523712050025703;1003301440026;7896094203051;    -     ;    -     ;ELANI CICLO;3 MG + 0,03 MG COM REV CT BL AL PLAS TRANS CALEND X 63;G3A1 - HORMÔNIOS CONTRACEPTIVOS MONOFÁSICOS COM ESTROGÊNIOS <50MCG;Similar;Regulado;90,28;90,28;102,59;108,77;108,77;109,43;109,43;110,10;110,10;112,85;124,81;141,82;150,37;150,37;151,28;151,28;152,21;152,21;156,01;Não;Não;Não;Não;;Positiva;Sim;Tarja  Vermelha
MODAFINILA;61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;523708201114317;1003301450021;7896094207349;    -     ;    -     ;STAVIGILE;200 MG COM CT BL AL PLAS INC X 30;N6B - PSICOESTIMULANTES;Novo;Regulado;162,31;162,31;184,44;195,55;195,55;196,74;196,74;197,94;197,94;202,89;224,38;254,98;270,34;270,34;271,98;271,98;273,64;273,64;280,48;Não;Não;Não;Não;;Positiva;Sim;Tarja  Preta
MODAFINILA;61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;523708202110315;1003301450031;7896094208087;    -     ;    -     ;STAVIGILE;100 MG COM CT BL AL PLAS INC X 10 ;N6B - PSICOESTIMULANTES;Novo;Regulado;27,03;27,03;30,72;32,57;32,57;32,76;32,76;32,96;32,96;33,79;37,37;42,47;45,03;45,03;45,29;45,29;45,57;45,57;46,71;Não;Não;Não;Não;;Positiva;Sim;Tarja  Preta
MODAFINILA;61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;523708203117313;1003301450048;7896094207325;    -     ;    -     ;STAVIGILE;100 MG COM CT BL AL PLAS INC X 30 ;N6B - PSICOESTIMULANTES;Novo;Regulado;81,15;81,15;92,22;97,77;97,77;98,36;98,36;98,96;98,96;101,44;112,19;127,49;135,16;135,16;135,98;135,98;136,81;136,81;140,23;Não;Não;Não;Não;;Positiva;Sim;Tarja  Preta
CLORIDRATO DE GENCITABINA;61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;523708701151416;1003301460019;7896094207240;    -     ;    -     ;GENLIBBS;200 MG PÓ LIÓF INJ CT FA VD TRANS;L1B - AGENTES ANTINEOPLÁSICOS ANTIMETABÓLITOS;Similar;Regulado;184,38;184,38;209,52;222,14;222,14;223,49;223,49;224,85;224,85;230,48;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Sim;Tarja Vermelha(*)
CLORIDRATO DE GENCITABINA;61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;523708702156411;1003301460027;7896094207257;    -     ;    -     ;GENLIBBS;1 G PÓ LIÓF INJ CT FA VD TRANS;L1B - AGENTES ANTINEOPLÁSICOS ANTIMETABÓLITOS;Similar;Regulado;917,76;917,76;1042,91;1105,73;1105,73;1112,44;1112,44;1119,22;1119,22;1147,20;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Sim;Tarja Vermelha(*)
OXALIPLATINA;61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;523708401156412;1003301490015;7896094207332;    -     ;    -     ;OXALIBBS;50 MG PO LIOF INJ CT FA VD TRANS;L1F - COMPOSTOS ANTINEOPLÁSICOS DE PLATINA;Similar;Regulado;1916,44;1916,44;2177,77;2308,96;2308,96;2322,96;2322,96;2337,12;2337,12;2395,55;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Não;Tarja  Vermelha
OXALIPLATINA;61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;523708402152410;1003301490023;7896094207394;    -     ;    -     ;OXALIBBS;100 MG PO LIOF INJ CT FA VD TRANS;L1F - COMPOSTOS ANTINEOPLÁSICOS DE PLATINA;Similar;Regulado;3805,89;3805,89;4324,88;4585,41;4585,41;4613,20;4613,20;4641,33;4641,33;4757,36;5261,42;5978,89;6339,06;6339,06;6377,48;6377,48;6416,37;6416,37;6576,77;Não;Não;Não;Não;;Positiva;Não;Tarja  Vermelha
OXALIPLATINA;61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;523717060035503;1003301490031;7896094203235;    -     ;    -     ;OXALIBBS;5 MG/ML SOL INJ CT FA VD AMB X 10 ML;L1F - COMPOSTOS ANTINEOPLÁSICOS DE PLATINA;Similar;Regulado;2153,02;2153,02;2446,61;2594,00;2594,00;2609,72;2609,72;2625,63;2625,63;2691,28;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Sim;Tarja Vermelha(*)
OXALIPLATINA;61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;523717060035603;1003301490041;7896094203242;    -     ;    -     ;OXALIBBS;5 MG/ML SOL INJ CT FA VD AMB X 20 ML ;L1F - COMPOSTOS ANTINEOPLÁSICOS DE PLATINA;Similar;Regulado;4306,20;4306,20;4893,41;5188,19;5188,19;5219,64;5219,64;5251,46;5251,46;5382,75;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Sim;Tarja Vermelha(*)
FOSFATO DE FLUDARABINA;61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;523708501150416;1003301500029;7896094207318;    -     ;    -     ;FLUDALIBBS;50 MG PO LIOF INJ CT 5 FA VD TRANS ;L1B - AGENTES ANTINEOPLÁSICOS ANTIMETABÓLITOS;Similar;Regulado;4137,78;4137,78;4702,02;4985,28;4985,28;5015,49;5015,49;5046,07;5046,07;5172,23;;;;;;;;;;Sim;Não;Não;Não;;Positiva;Sim;Tarja  Vermelha
ANASTROZOL;61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;523713010026903;1003301530025;7896094208131;    -     ;    -     ;ANASTROLIBBS;1 MG COM REV CT BL AL PLAS TRANS X 30;L2B3 - CITOSTÁTICOS INIBIDORES DA AROMATASE;Similar;Regulado;660,67;660,67;750,76;795,99;795,99;800,81;800,81;805,69;805,69;825,84;913,34;1037,88;1100,41;1100,41;1107,07;1107,07;1113,82;1113,82;1141,68;Não;Não;Não;Não;;Positiva;Sim;Tarja  Vermelha
"ETINILESTRADIOL;DROSPIRENONA";61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;523709001119410;1003301540012;7896094208094;    -     ;    -     ;IUMI;3 MG + 0,02 MG COM REV CT BL AL PLAS TRANS X 24 ;G3A1 - HORMÔNIOS CONTRACEPTIVOS MONOFÁSICOS COM ESTROGÊNIOS <50MCG;Similar;Regulado;35,87;35,87;40,76;43,22;43,22;43,48;43,48;43,74;43,74;44,84;49,59;56,35;59,75;59,75;60,11;60,11;60,47;60,47;61,99;Não;Não;Não;Não;;Positiva;Sim;Tarja Vermelha(*)
"ETINILESTRADIOL;DROSPIRENONA";61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;523714090030903;1003301540020;7896094208674;    -     ;    -     ;IUMI;3 MG + 0,02 MG COM REV CT BL AL PLAS TRANS X 72;G3A1 - HORMÔNIOS CONTRACEPTIVOS MONOFÁSICOS COM ESTROGÊNIOS <50MCG;Similar;Regulado;95,47;95,47;108,49;115,02;115,02;115,72;115,72;116,43;116,43;119,34;131,98;149,98;159,01;159,01;159,98;159,98;160,96;160,96;164,98;Não;Não;Não;Não;;Positiva;Sim;Tarja Vermelha(*)
"ETINILESTRADIOL;DROSPIRENONA";61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;523718030037103;1003301540039;7896094210271;    -     ;    -     ;IUMI;3 MG + 0,02 MG COM REV CT BL AL PLAS TRANS X 30;G3A1 - HORMÔNIOS CONTRACEPTIVOS MONOFÁSICOS COM ESTROGÊNIOS <50MCG;Similar;Regulado;42,79;42,79;48,63;51,55;51,55;51,87;51,87;52,18;52,18;53,49;59,15;67,23;71,26;71,26;71,71;71,71;72,14;72,14;73,95;Não;Não;Não;Não;;Positiva;Sim;Tarja Vermelha(*)
"ETINILESTRADIOL;DROSPIRENONA";61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;523718030037203;1003301540047;7896094210264;    -     ;    -     ;IUMI;3 MG + 0,02 MG COM REV CT BL AL PLAS TRANS X 60;G3A1 - HORMÔNIOS CONTRACEPTIVOS MONOFÁSICOS COM ESTROGÊNIOS <50MCG;Similar;Regulado;85,60;85,60;97,27;103,13;103,13;103,76;103,76;104,39;104,39;107,00;118,34;134,47;142,57;142,57;143,44;143,44;144,31;144,31;147,92;Não;Não;Não;Não;;Positiva;Não;Tarja Vermelha(*)
"ETINILESTRADIOL;DROSPIRENONA";61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;523718030037303;1003301540055;7896094210288;    -     ;    -     ;IUMI;3 MG + 0,02 MG COM REV CT BL AL PLAS TRANS X 90;G3A1 - HORMÔNIOS CONTRACEPTIVOS MONOFÁSICOS COM ESTROGÊNIOS <50MCG;Similar;Regulado;128,40;128,40;145,91;154,70;154,70;155,64;155,64;156,59;156,59;160,50;177,51;201,71;213,86;213,86;215,16;215,16;216,48;216,48;221,88;Não;Não;Não;Não;;Positiva;Sim;Tarja Vermelha(*)
"ETINILESTRADIOL;DROSPIRENONA";61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;523718030037403;1003301540063;7896094210295;    -     ;    -     ;IUMI;3 MG + 0,02 MG COM REV CT BL AL PLAS TRANS X 120;G3A1 - HORMÔNIOS CONTRACEPTIVOS MONOFÁSICOS COM ESTROGÊNIOS <50MCG;Similar;Regulado;171,19;171,19;194,53;206,25;206,25;207,50;207,50;208,77;208,77;213,99;236,66;268,93;285,13;285,13;286,86;286,86;288,61;288,61;295,83;Não;Não;Não;Não;;Positiva;Sim;Tarja Vermelha(*)
ALFAESTRADIOL;61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;523717100036204;1003301550018;7896094207455;    -     ;    -     ;TEGAN;0,25 MG/ML SOL CAPI CT FR PLAS OPC X 100 ML + APLIC;D11A - OUTRAS PREPARAÇÕES DERMATOLOGICAS;Similar;Regulado;104,36;116,88;135,07;144,43;125,73;145,44;126,49;146,46;127,26;150,70;156,79;180,42;192,51;173,81;193,82;174,87;195,13;175,93;200,59;Não;Não;Não;Não;;Negativa;Não;Tarja  Vermelha
OXALATO DE ESCITALOPRAM;61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;523709102111415;1003301560013;7896094207592;    -     ;    -     ;RECONTER;10 MG COM REV CT BL AL PLAS TRANS X 10;N6A4 - ANTIDEPRESSIVOS SSRI;Similar;Regulado;27,45;27,45;31,19;33,07;33,07;33,27;33,27;33,48;33,48;34,31;37,95;43,12;45,72;45,72;45,99;45,99;46,28;46,28;47,43;Não;Não;Não;Não;;Positiva;Não;Tarja Vermelha (*)
OXALATO DE ESCITALOPRAM;61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;523709103116410;1003301560021;7896094207608;    -     ;    -     ;RECONTER;10 MG COM REV CT BL AL PLAS TRANS X 30;N6A4 - ANTIDEPRESSIVOS SSRI;Similar;Regulado;70,76;70,76;80,41;85,25;85,25;85,77;85,77;86,29;86,29;88,45;97,82;111,16;117,85;117,85;118,57;118,57;119,29;119,29;122,28;Não;Não;Não;Não;;Positiva;Sim;Tarja Vermelha (*)
OXALATO DE ESCITALOPRAM;61.230.314/0001-75;LIBBS FARMACÊUTICA LTDA;523709101113414;1003301560031;7896094207615;    -     ;    -     ;RECONTER;20 MG COM REV CT BL AL PLAS TRANS X 30;N6A4 - ANTIDEPRESSIVOS SSRI;Similar;Regulado;119,57;119,57;135,88;144,06;144,06;144,93;144,93;145,82;145,82;149,46;165,30;187,85;199,15;199,15;200,36;200,36;201,59;201,59;206,62;Não;Não;Não;Não;;Positiva;Sim;Tarja Vermelha (*)
